,Processed Title,Success,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean
Fast Times at Ridgemont High,Fast-Times-at-Ridgemont-High,1,29.02250826725456,-0.6460494256775163,1.4,-0.04444160809752245,-0.1883248010046696,-0.3432357136601133
Bound,Bound,1,34.357368393809196,-0.7191430264750315,1.2,-0.24615873104248925,2.3264774376138764,0.7934457668473068
After.Life,After.Life,0,43.694969163337355,-1.2535384634168645,1.2,-1.0261316064296944,-0.21098067702826012,-0.14451517510986503
One Flew Over the Cuckoo's Nest,One-Flew-Over-the-Cuckoo's-Nest,1,54.500321543408354,-0.24971967913098986,3.2,-0.9588925654480387,-0.21098067702826012,0.16548886502852225
Lost in Translation,Lost-in-Translation,1,34.87703822507351,-1.8382872697969848,1.6,-2.2633299604921575,-0.6414423214764797,-0.9076020431428184
Annie Hall,Annie-Hall,1,60.799415507321385,1.0675894374642272,2.6,-0.46132366218378723,-0.46019531328775565,-0.4147751075382027
Boyhood,Boyhood,1,23.59147633999012,1.2657543107374905,1.2,1.5155041426768876,0.3554162235615025,0.6980599083431877
The Kids Are All Right,"Kids-Are-All-Right,-The",1,27.867802650629248,-0.27895711944999585,1.2,0.33209702139974895,0.287448595490731,-0.20015692590393455
The Visitor,"Visitor,-The",1,35.58665090001314,-0.9839042915860308,0.8,-0.434428045791125,-0.6414423214764797,-0.04912931660574587
The Cooler,"Cooler,-The",1,29.64947811185543,-0.3780395560866275,2.2,-0.23271092284615816,1.057748380292808,-0.09682224585780545
Four Rooms,Four-Rooms,1,41.4428548635856,-0.16200735817397166,2.8,0.10348428206211988,0.9671248761984461,0.23702825890661164
Midnight Cowboy,Midnight-Cowboy,1,45.6322223460781,-0.8019824407122152,2.0,-1.1606096883930055,-0.14301304895748862,-0.8599091138907589
Gods and Monsters,Gods-and-Monsters,1,56.70949902407287,0.3983769146069777,1.6,0.46657510336306013,-0.12035717293389811,-0.2955427844080537
Margin Call,Margin-Call,1,25.173106991288808,-0.1928691007329225,2.6,0.668292226308027,0.5366632317502266,-0.4147751075382027
Beginners,Beginners,1,53.700099304865944,-1.018014638624871,1.0,-1.321983386748979,-0.6640981975000702,-0.8122161846386993
Feast,Feast,0,37.0058044025846,-1.1593289335000672,2.0,-1.779208865424237,0.10620158730200693,-0.7724720769286496
It's a Wonderful Life,It's-a-Wonderful-Life,1,55.08817885535013,1.0091145568262152,3.0,0.453127295166729,-0.6414423214764797,4.275029602247656
Trainspotting,Trainspotting,1,56.86083772030214,0.03128460837945723,2.6,-0.01754599170486021,1.9639834212364284,-0.5260586091263417
Basquiat,Basquiat,0,47.37980369322907,-0.8637059258301168,1.8,-1.0261316064296944,0.15151333934918795,-0.8996532216008085
The Wizard of Oz,"Wizard-of-Oz,-The",1,41.052602829518754,-0.4105256008855231,1.8,0.21106674763276886,-0.7320658255708418,0.8252410530153466
Garden State,Garden-State,1,50.019324916258704,1.2998646577763309,2.2,1.2062045541612718,1.0804042563163987,0.22113061582259178
The French Connection,"French-Connection,-The",1,38.312857445456466,-0.9822799893460858,2.8,-1.7254176326389126,-0.1883248010046696,-0.8281138277227191
Mad Max 2: The Road Warrior,Mad-Max-2-The-Road-Warrior,1,25.46274692798258,-0.9303023176678528,2.8,-2.196090919510502,-0.6640981975000702,-0.4147751075382027
American Splendor,American-Splendor,1,47.54294846184578,-0.045057596897947465,3.6,-0.24615873104248925,-0.052389544863126594,-0.24784985515599414
Buried,Buried,1,62.81875,-1.0797381237427728,2.4,-1.2547443457673233,-0.25629242907544114,-0.7088815045925702
Beasts of the Southern Wild,Beasts-of-the-Southern-Wild,1,39.09436084938827,0.015041585980009422,3.6,-1.3085355785526478,-0.4148835612405747,0.038307720356363366
I Spit on Your Grave,I-Spit-on-Your-Grave,0,29.006871912065268,1.8521274193575563,2.8,1.4751607180878943,1.5108659007646184,1.8903831396446773
In the Bedroom,In-the-Bedroom,1,39.519113624347746,0.8791703776306328,1.8,1.112069896786954,-0.46019531328775565,2.899883475479938
From Here to Eternity,From-Here-to-Eternity,1,24.383089970031254,0.8710488664309088,2.4,0.9103527738419871,-0.7094099495472512,0.07010300652440309
Insidious,Insidious,1,31.92865477579597,-0.5729558248800012,2.4,0.13037989845478212,-0.5734746934057082,-0.24784985515599414
Repo Man,Repo-Man,1,35.511544683562924,-1.2113066051783,1.4,-1.3757746195343035,0.559319107773817,-0.5578538952943815
Blood Simple,Blood-Simple,1,18.355756506396123,-1.4874379859689126,1.8,-1.564043934282939,-0.36957180919339366,-0.2875939628660438
Killing Zoe,Killing-Zoe,0,51.72046234302654,-1.0456277767039324,1.4,-0.770623250699403,2.077262801354381,-0.6770862184245304
The Believer,"Believer,-The",1,66.37630662020906,-0.2984487463293332,3.0,-0.5554583195581051,0.08354571127841644,-0.5499050737523715
The Hebrew Hammer,"Hebrew-Hammer,-The",0,52.386400200207355,-0.4267686232849709,2.8,-0.6899364015214162,-0.46019531328775565,-0.5340074306683517
Dear White People,Dear-White-People,1,36.10182322881837,0.0670192576582424,2.6,0.34554482959608007,0.15151333934918795,-0.6214444676304609
Saw,Saw,1,38.686751641560456,0.6793812021174247,3.0,0.116932090258451,0.31010447151432147,0.777548123763287
Strangers on a Train,Strangers-on-a-Train,1,35.64406996042385,-0.5827016383196698,2.6,0.21106674763276886,-0.7320658255708418,0.30061883124269106
Reservoir Dogs,Reservoir-Dogs,1,30.883479303340106,-0.404028391925744,3.2,-0.3402933884168071,2.0092951732836095,-0.8201650061807092
The Rocky Horror Picture Show,"Rocky-Horror-Picture-Show,-The",1,37.46437552388935,-0.6882812839160806,3.2,-0.4882192785764494,-0.6867540735236607,0.014461255730333574
Rocky,Rocky,1,45.110346804241885,-0.16363166041391644,2.2,-0.7975188670920652,-0.5734746934057082,-0.5737515383784013
Taxi Driver,Taxi-Driver,1,52.223783536485726,-0.5940717539992834,1.6,-0.8244144834847275,-0.1656689249810791,-0.5181097875843318
Hellraiser,Hellraiser,1,27.58578431372549,-1.6953486726818443,1.2,-1.4161180441232968,-0.30160418112262216,-0.5737515383784013
Blue Valentine,Blue-Valentine,1,45.88188167267534,1.0091145568262152,1.8,-0.08478503268651581,0.24213684344354997,1.3180679886199622
The Sessions,"Sessions,-The",1,48.60206817311375,-0.1912447984929777,3.0,-0.05788941629385357,-0.1883248010046696,-0.7327279692186
Martha Marcy May Marlene,Martha-Marcy-May-Marlene,1,30.347163420829805,-1.1706990491796805,1.2,-0.6361451687360917,-0.32426005714621264,-0.5022121445003119
Frozen River,Frozen-River,1,55.83204400893931,-1.3558695045333855,1.8,-1.550596126086608,-0.32426005714621264,-0.844011470806739
The Battle of Shaker Heights,"Battle-of-Shaker-Heights,-The",0,52.28563179674718,-0.3358076978480632,1.4,-0.326845580220476,-0.029733668839536088,-0.19220810436192462
Fruitvale Station,Fruitvale-Station,1,49.133231842066486,-1.43221170981079,0.8,-1.4968048933012836,1.0804042563163987,-0.9234996862268383
American Graffiti,American-Graffiti,1,20.960392569225377,-0.4072769964056335,1.4,-0.04444160809752245,-0.32426005714621264,-0.03323167352172601
Brick,Brick,1,56.82901283058393,-0.12302410441529693,1.0,0.03624524108046428,-0.6867540735236607,0.34831176049475066
It Happened One Night,It-Happened-One-Night,1,49.372275856450365,4.368171589032022,2.8,2.362716059045748,-0.3469159331698031,3.8934861682311794
Chasing Amy,Chasing-Amy,1,31.85608031157291,2.1981037964657952,2.8,1.7979081147998413,4.72800029611447,-0.46246803679026227
Pi,Pi,1,46.904573454007355,-0.6460494256775163,2.6,-0.5554583195581051,-0.5281629413585271,-0.5896491814624212
Clerks,Clerks,1,39.74008207934337,1.372958258573846,2.0,1.66343003283653,3.0288095943451823,-0.09682224585780545
